ID,Name,Parent ID,Level,Description,Tags,Last Updated,Top URLs
1.1.8.1.1.5,Onsite SMR + CCS,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/50-predictions-for-2025-part-2-sector; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.1.6,Waste & biomethane to Hydrogen,1.1.8.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food
1.1.8.1.1.6.1,Plasma-based,1.1.8.1.1.6,7,,,2025-04-17,
1.1.8.1.1.6.2,Gasification,1.1.8.1.1.6,7,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.8.1.2,Transportation,1.1.8.1,5,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.8.1.2.1,Gas compression,1.1.8.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.8.1.2.2,Gas phase trucking,1.1.8.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/accelerating-climate-tech; https://www.climatedrift.com/p/a-guide-to-residential-solar; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.2.3,Pipeline,1.1.8.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-drift-2-months-in
1.1.8.1.2.4,Liquid trucking,1.1.8.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.8.1.2.4.1,Liquification,1.1.8.1.2.4,7,,,2025-04-17,
1.1.8.1.3,Storage,1.1.8.1,5,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.8.1.3.1,Chemical Storage,1.1.8.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.8.1.3.2,Solid State,1.1.8.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.8.1.3.3,Compressed Gas Tank,1.1.8.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.8.1.3.4,Liquid,1.1.8.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/dpp-a-land-of-opportunity-beyond; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.3.5,Salt Cavern,1.1.8.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.8.1.4,End-use,1.1.8.1,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/how-solar-got-cheap
1.1.8.1.4.1,Transportation,1.1.8.1.4,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.8.1.4.1.1,Plane Fuel,1.1.8.1.4.1,7,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.8.1.4.1.2,Maritime,1.1.8.1.4.1,7,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-transportation-companies; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.4.1.3,Heavy and medium duty Road Transport,1.1.8.1.4.1,7,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/charging-ahead
1.1.8.1.4.2,Industry,1.1.8.1.4,6,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/an-insiders-guide-to-low-carbon-cement; https://www.climatedrift.com/p/a-look-at-industry
1.1.8.1.4.2.1,Ammonia,1.1.8.1.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/a-look-at-transportation-companies
1.1.8.1.4.2.2,Refining,1.1.8.1.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62
1.1.8.1.4.2.3,Steel,1.1.8.1.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to
1.1.8.1.4.2.4,Chemicals,1.1.8.1.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.8.1.4.2.5,Industrial Heat,1.1.8.1.4.2,7,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/timing-is-everything-the-working
1.1.8.1.4.3,Fuel cell manufacturers,1.1.8.1.4,6,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.4.4,Power,1.1.8.1.4,6,,,2025-04-17,https://www.climatedrift.com/p/microsofts-10-billion-power-bill; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization
1.1.8.1.4.4.1,Power Generation,1.1.8.1.4.4,7,,,2025-04-17,https://www.climatedrift.com/p/microsofts-10-billion-power-bill; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization
1.1.8.1.4.4.2,Natural Gas Blending,1.1.8.1.4.4,7,,,2025-04-17,https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.1.4.5,Building Heat,1.1.8.1.4,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/timing-is-everything-the-working
1.1.8.2,Alternative Fuels,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.8.2.1,Biogas / RNG,1.1.8.2,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.8.2.2,Ammonia,1.1.8.2,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/a-look-at-transportation-companies
1.1.8.2.3,Methanol,1.1.8.2,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/3-lessons-from-europes-largest-climate; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.8.2.4,Renewable Diesel,1.1.8.2,5,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/in-pursuit-of-triple-bottom-lines; https://www.climatedrift.com/p/a-guide-to-virtual-power-plants-vpp
1.1.8.2.5,Butanol,1.1.8.2,5,,,2025-04-17,
1.1.8.2.6,Ethanol,1.1.8.2,5,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/friday-five-philanthropy-stepping; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.8.3,Enzymes,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.8.4,Leak detection and management,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.8.5,High value chemicals,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/redefining-consumption-part-1
1.1.8.5.1,Ethylene,1.1.8.5,5,,,2025-04-17,
1.1.8.5.2,Propylene,1.1.8.5,5,,,2025-04-17,
1.1.8.5.3,BTX aromatics,1.1.8.5,5,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.8.6,Carbon Capture and Sequestration,1.1.8,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.9,Buildings,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/rebuilding-for-resilience-how-la; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.1,Construction,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-do-climate-offtakes-work; https://www.climatedrift.com/p/an-insiders-guide-to-low-carbon-cement
1.1.9.1.1,Pre-Fabrication,1.1.9.1,5,,,2025-04-17,
1.1.9.1.2,Building Materials,1.1.9.1,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/a-look-at-the-circular-economy; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.9.1.3,Building Assembly Automation,1.1.9.1,5,,,2025-04-17,https://www.climatedrift.com/p/rebuilding-for-resilience-how-la; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.1.4,Building Code,1.1.9.1,5,,,2025-04-17,https://www.climatedrift.com/p/rebuilding-for-resilience-how-la; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.1.5,Additional Dwelling Unit,1.1.9.1,5,,,2025-04-17,https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/strategic-risks
1.1.9.1.6,Material Planning & Management,1.1.9.1,5,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/avoid-these-12-circularity-roadblocks
1.1.9.2,Building Envelope,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/rebuilding-for-resilience-how-la; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.2.1,Windows,1.1.9.2,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.9.2.2,Insulation,1.1.9.2,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.9.2.3,Air Sealing,1.1.9.2,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.2.4,Roof,1.1.9.2,5,,,2025-04-17,https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0; https://www.climatedrift.com/p/how-solar-got-cheap; https://www.climatedrift.com/p/rebuilding-for-resilience-how-la
1.1.9.3,Heating,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.9.3.1,Heat pumps,1.1.9.3,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/timing-is-everything-the-working
1.1.9.3.1.1,Ground,1.1.9.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c
1.1.9.3.1.2,Air,1.1.9.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.9.3.1.3,Gas,1.1.9.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.9.3.1.4,Industrial,1.1.9.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism
1.1.9.3.2,Hydrogen,1.1.9.3,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.9.4,Cooling,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.9.4.1,Lower GHG refrigrants,1.1.9.4,5,,,2025-04-17,https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/strategic-risks; https://www.climatedrift.com/p/charging-ahead
1.1.9.4.2,Smart refrigeration,1.1.9.4,5,,,2025-04-17,https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/a-guide-to-virtual-power-plants-vpp
1.1.9.5,Home Automation,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.9.5.1,Smart thermostats,1.1.9.5,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-virtual-power-plants-vpp; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.9.5.2,Data,1.1.9.5,5,,,2025-04-17,https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/refurbishment-and-ikea; https://www.climatedrift.com/p/closing-the-loop
1.1.9.5.3,Lighting,1.1.9.5,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/an-offensively-brief-climate-vc-thesis
1.1.9.6,Induction Stoves,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/50-predictions-for-2025-part-3-the; https://www.climatedrift.com/p/blueprint-for-steering-distributed
1.1.9.6.1,Appliances & Equipment,1.1.9.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.9.7,Software,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.9.7.1,Planning,1.1.9.7,5,,,2025-04-17,https://www.climatedrift.com/p/in-pursuit-of-triple-bottom-lines; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/navigating-a-transformation
1.1.9.7.2,Optimisation,1.1.9.7,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/redefining-consumption-part-3
1.1.9.7.3,Financing,1.1.9.7,5,,,2025-04-17,https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.9.8,Workforce,1.1.9,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/in-pursuit-of-triple-bottom-lines; https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba
1.1.9.8.1,Recruiting,1.1.9.8,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/accelerating-climate-tech
1.1.9.8.2,Training,1.1.9.8,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/i-want-you-for-the-american-climate; https://www.climatedrift.com/p/navigating-a-transformation
1.1.9.8.3,Engagement,1.1.9.8,5,,,2025-04-17,https://www.climatedrift.com/p/in-pursuit-of-triple-bottom-lines; https://www.climatedrift.com/p/dpp-a-land-of-opportunity-beyond; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.9.8.4,Software,1.1.9.8,5,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.10,Climate intelligence,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.10.1,ESG ratings,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/charging-ahead
1.1.10.2,ESG commercial real estate,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.10.3,Climate insurance,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.10.4,Emissions monitoring,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.10.5,Emergency Support,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/can-restaurants-go-green-without; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/strategic-risks
1.1.10.6,Carbon Intelligence Platform,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.10.6.1,Climate Modeling,1.1.10.6,5,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.10.7,Consumer-facing software,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.10.7.1,Billing,1.1.10.7,5,,,2025-04-17,https://www.climatedrift.com/p/a-roadmap-for-sustainability-in-ai; https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba
1.1.10.7.2,Sustainable investing tools,1.1.10.7,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/beyond-buzzwords; https://www.climatedrift.com/p/redefining-consumption-part-1
1.1.10.7.3,Offsets purchasing programs,1.1.10.7,5,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.10.7.4,Carbon footprint,1.1.10.7,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.10.7.5,Carbon actions,1.1.10.7,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.10.8,Enterprise software,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.10.8.1,Carbon accounting,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.10.8.2,Emissions Measurement,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.10.8.3,Reporting,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/strategic-risks; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.10.8.4,Data platforms,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/refurbishment-and-ikea; https://www.climatedrift.com/p/closing-the-loop
1.1.10.8.5,Net zero planning,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero; https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406
1.1.10.8.6,Offsets management,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.10.8.7,Risk assessment,1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c
1.1.10.8.8,Emissions monitoring (from internal sources),1.1.10.8,5,,,2025-04-17,https://www.climatedrift.com/p/a-guide-to-enteric-methane; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.10.9,Utility Focused Software,1.1.10,4,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/a-guide-to-virtual-power-plants-vpp; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c
1.1.11,Finance,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/microsofts-10-billion-power-bill
1.1.11.1,Insurance,1.1.11,4,,,2025-04-17,https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/rebuilding-for-resilience-how-la
1.1.11.1.1,Climate Risk,1.1.11.1,5,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.11.1.1.1,Modeling,1.1.11.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.11.1.1.2,Analytics,1.1.11.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-industry
1.1.11.1.2,Brokers,1.1.11.1,5,,,2025-04-17,https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/scaling-up-for-the-carbon-challenge
1.1.11.1.3,Reinsurance,1.1.11.1,5,,,2025-04-17,
1.1.11.2,Investment,1.1.11,4,,,2025-04-17,https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/powering-the-future
1.1.11.2.1,Climate Angels,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.11.2.2,Climate Accelerators,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/climate-drift-30-one-year-in; https://www.climatedrift.com/p/the-2023-climate-drift-year-in-review; https://www.climatedrift.com/p/introducing-the-climate-drift-community
1.1.11.2.3,Venture Capital,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/accelerating-climate-tech; https://www.climatedrift.com/p/timing-is-everything-the-working
1.1.11.2.4,Venture Debt and Growth Equity,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/accelerating-climate-tech; https://www.climatedrift.com/p/the-s-curve-chronicles; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
